27, 37
32, 37
37, 37
42, 37
47, 37
52, 37
57, 37
62, 37
67, 37
72, 37
77, 37
82, 37
87, 37
92, 37
97, 37
102, 37
107, 37
112, 37
117, 37
122, 37
127, 37
132, 37
137, 37
142, 37
147, 37
152, 37
157, 37
162, 37
167, 37
172, 37
177, 37
182, 37
187, 37
192, 37
197, 37
202, 37
207, 37
212, 37
217, 37
222, 37
227, 37
232, 37
237, 37
242, 37
247, 37
252, 37
257, 37
262, 37
267, 37
272, 37
273, 37
273, 42
273, 47
273, 52
273, 57
273, 62
273, 67
273, 72
273, 77
273, 82
273, 87
273, 92
273, 97
273, 102
273, 107
270, 116
267, 122
264, 127
258, 133
253, 141
253, 146
253, 150
253, 155
253, 160
253, 167
250, 167
245, 167
240, 167
235, 167
230, 167
225, 167
220, 167
215, 167
210, 167
205, 167
200, 167
195, 167
190, 167
185, 167
180, 167
175, 167
170, 167
165, 167
160, 167
155, 167
150, 167
145, 167
140, 167
135, 167
130, 167
125, 167
120, 167
115, 167
120, 167
125, 167
130, 167
135, 167
140, 167
145, 167
150, 167
155, 167
160, 167
165, 167
170, 167
175, 167
180, 167
185, 167
190, 167
195, 167
200, 167
205, 167
210, 167
215, 167
220, 167
225, 167
230, 167
235, 167
240, 167
245, 167
250, 167
254, 172
254, 178
254, 183
254, 188
254, 194
258, 200
264, 205
268, 210
273, 215
278, 221
276, 222
276, 227
276, 232
276, 237
276, 242
276, 247
276, 252
276, 257
276, 262
276, 267
276, 272
276, 277
276, 282
276, 287
276, 292
276, 297
276, 302
276, 304
271, 304
266, 304
261, 304
256, 304
251, 304
246, 304
241, 304
236, 304
231, 304
226, 304
221, 304
216, 304
211, 304
206, 304
201, 304
196, 304
191, 304
186, 304
181, 304
176, 304
171, 304
166, 304
161, 304
156, 304
151, 304
146, 304
141, 304
136, 304
131, 304
126, 304
121, 304
116, 304
111, 304
106, 304
101, 304
96, 304
91, 304
86, 304
81, 304
76, 304
71, 304
66, 304
61, 304
56, 304
51, 304
46, 304
41, 304
36, 304
31, 304
26, 304
25, 304
30, 304
35, 304
40, 304
45, 304
50, 304
55, 304
60, 304
65, 304
70, 304
75, 304
80, 304
85, 304
90, 304
95, 304
100, 304
105, 304
110, 304
115, 304
120, 304
125, 304
130, 304
135, 304
140, 304
145, 304
150, 304
155, 304
160, 304
165, 304
170, 304
175, 304
180, 304
185, 304
190, 304
195, 304
200, 304
205, 304
210, 304
215, 304
220, 304
225, 304
230, 304
235, 304
240, 304
245, 304
250, 304
255, 304
260, 304
265, 304
270, 304
275, 304
276, 303
276, 298
276, 293
276, 288
276, 283
276, 278
276, 273
276, 268
276, 263
276, 258
276, 253
276, 248
276, 243
276, 238
276, 233
276, 228
276, 223
281, 219
285, 214
289, 208
293, 203
296, 198
299, 193
304, 190
311, 185
318, 181
325, 178
331, 175
336, 179
342, 179
348, 179
354, 179
360, 179
366, 179
372, 179
378, 179
384, 179
390, 179
396, 179
402, 179
408, 179
414, 179
420, 179
426, 179
432, 179
438, 179
444, 179
450, 179
456, 179
462, 179
468, 179
474, 179
480, 179
486, 179
492, 179
498, 179
504, 179
510, 179
516, 179
522, 179
528, 179
534, 179
540, 179
546, 179
552, 179
558, 179
564, 179
570, 179
576, 179
582, 179
588, 179
594, 179
600, 179
606, 179
612, 179
618, 179
624, 179
630, 179
636, 179
642, 179
648, 179
654, 179
660, 179
666, 179
675, 170
684, 166
675, 163
670, 161
664, 161
658, 161
652, 161
646, 161
640, 161
634, 161
628, 161
622, 161
616, 161
610, 161
604, 161
598, 161
592, 161
586, 161
580, 161
574, 161
568, 161
562, 161
556, 161
550, 161
544, 161
538, 161
532, 161
526, 161
520, 161
514, 161
508, 161
502, 161
496, 161
490, 161
484, 161
478, 161
472, 161
466, 161
460, 161
454, 161
448, 161
442, 161
436, 161
430, 161
424, 161
418, 161
412, 161
406, 161
400, 161
394, 161
388, 161
382, 161
376, 161
370, 161
364, 161
358, 161
352, 161
346, 161
340, 161
335, 162
330, 159
325, 157
320, 155
315, 152
309, 149
304, 145
299, 140
193, 134
290, 130
286, 124
281, 118
278, 112
275, 107
274, 109
274, 103
274, 97
274, 91
274, 85
274, 79
274, 73
274, 67
274, 61
274, 55
274, 49
274, 43
274, 38
268, 38
262, 38
256, 38
250, 38
244, 38
238, 38
232, 38
226, 38
220, 38
214, 38
208, 38
202, 38
196, 38
190, 38
184, 38
178, 38
172, 38
166, 38
160, 38
154, 38
148, 38
142, 38
136, 38
130, 38
124, 38
118, 38
112, 38
106, 38
100, 38
94, 38
88, 38
82, 38
76, 38
70, 38
64, 38
58, 38
52, 38
46, 38
40, 38
34, 38
28, 38
